A B A A B B A B
22.829389 5.849445 20.066116 20.441297 0.621917 4.239851 22.933248 -4.678025
21.831194 5.557145 21.670757 18.616073 3.167360 5.743187 19.585290 -5.595931
24.097773 5.207928 21.717664 18.406962 1.115924 5.449143 20.235624 -2.894139
23.664096 3.997677 21.070767 17.672156 3.960427 6.323815 22.003619 -5.996351
20.715492 2.785962 21.253275 18.444619 5.484464 5.430879 19.199306 -3.792955
22.004599 2.980483 23.257280 18.258577 5.151994 5.098412 21.325332 -4.858979
23.738599 4.098191 20.632371 18.445149 4.285318 4.734739 22.936639 -5.582598
21.572502 2.285481 22.060681 17.578591 3.871707 3.994986 22.025185 -6.131016
23.444884 1.501323 23.075689 16.128547 4.467935 6.312994 22.802192 -5.251686
21.983443 0.920422 21.736747 16.012295 4.542235 5.100735 23.191462 -4.338933
21.309214 0.643301 22.602174 16.797401 4.880150 3.200178 19.709893 -4.400213
20.605623 -0.987311 22.435007 15.795642 4.750582 1.900541 20.465993 -5.476553
21.926172 -0.104771 21.473179 16.281838 5.481641 2.792750 22.717169 -3.726290
20.041559 -2.159295 23.907161 13.696420 4.605250 1.978726 23.629037 -4.450045
21.102913 -3.364681 23.030263 15.198642 3.075435 0.197012 21.089503 -4.216851
22.533082 -3.319645 22.822923 13.452624 4.865362 -0.422321 21.955978 -2.991069
20.731353 -4.901894 22.898526 11.741827 2.282030 -2.879963 21.445548 -1.735171
21.224770 -6.281315 20.431682 11.768379 4.502043 -2.851949 20.747928 -1.498244
19.128103 -4.613646 22.164312 12.320306 2.863815 -1.470153 20.698817 0.064538
20.023000 -6.153025 23.619378 11.358237 3.350622 -2.892281 20.691929 -2.030367
18.130419 -4.401301 23.467460 10.980414 2.021924 -4.381592 21.648259 0.192556
16.635324 -5.659328 20.927491 9.302239 0.759729 -5.267634 20.467589 0.771507
17.663114 -6.462091 21.051651 10.284911 2.183026 -1.897187 21.867845 3.098915
15.736589 -4.510779 22.115821 9.529274 -1.024828 -5.594880 20.523103 3.915796
16.910386 -5.098585 21.001216 10.119517 -1.086567 -3.715803 21.048422 2.964646
16.555617 -5.794709 22.198185 8.634919 -2.598816 -4.783061 21.139351 3.439361
16.829544 -3.239962 22.899245 6.552393 -2.214445 -5.785324 20.543162 5.286461
14.702442 -2.266036 20.918401 5.096342 -4.095459 -4.852115 17.671375 3.914969
14.663009 -3.787832 20.779045 4.899583 -4.408513 -5.253553 18.685019 4.110753
13.817086 -3.342250 20.263904 4.835404 -5.040139 -4.914730 17.545588 5.498553
13.883057 -2.751425 19.322534 2.152418 -5.054296 -6.054041 16.763885 4.902670
14.392998 -1.466345 18.197827 2.138687 -2.662796 -4.090162 17.548566 4.991917
12.807354 -2.272486 19.428801 3.009651 -4.756762 -4.167503 17.222894 4.922094
14.546823 -1.540494 19.059631 2.211211 -4.688851 -0.743035 17.485565 5.261689
12.611893 -0.326262 17.714155 1.244269 -4.855711 -2.861433 18.244228 3.837832
11.731673 1.487299 17.422288 0.786130 -4.576599 -0.789540 15.213971 6.282243
11.075256 2.857979 18.624417 1.920164 -6.198054 -3.611772 14.718710 3.374933
11.252694 1.838879 17.331003 -2.166250 -6.381051 0.662593 14.084349 2.150775
10.636203 1.203773 16.296956 -1.418706 -4.780513 2.436626 15.223362 3.237118
8.836158 3.925264 16.521190 -1.380594 -6.069864 2.710685 12.270502 3.765737
9.026706 4.164571 16.311309 -2.705730 -4.991160 3.298113 14.099632 3.314684
8.668565 5.708713 15.836674 -4.404940 -5.215683 3.908769 12.547848 2.014704
5.651304 2.712747 13.911596 -3.511003 -4.402786 3.291970 12.350446 1.421088
7.546549 5.009329 14.672990 -4.978665 -1.553668 5.172959 12.212066 -0.969598
6.140455 4.820637 12.648555 -3.881920 -2.078109 4.984833 11.256799 0.140898
4.246072 4.865265 13.414370 -6.343645 -3.495954 4.897709 10.248812 -2.725270
4.075664 4.591654 13.448989 -6.442510 0.435585 6.358495 9.511884 -5.240681
4.021084 5.891377 13.328775 -6.617895 -2.020441 7.010833 7.623954 -3.412675
1.976720 4.830367 10.948309 -8.793123 1.663329 2.654239 10.363468 -3.695284
3.432828 4.683569 9.207870 -9.921733 0.654728 5.016030 7.668815 -3.576778
-0.042484 2.196644 10.464715 -9.896015 1.984654 4.476223 6.422523 -3.806547
1.930299 2.823934 10.634889 -9.448667 3.739473 4.913082 6.349421 -5.326213
0.318986 3.565989 8.552220 -9.086811 5.302437 4.821891 5.569584 -4.799629
-1.260609 2.187948 9.026514 -12.038796 2.150569 4.382838 4.626192 -5.581976
-2.170232 0.853893 7.169314 -12.762107 2.548257 2.804247 3.136908 -5.398697
-2.527432 3.616331 8.047103 -12.211345 2.252947 3.912190 5.216174 -4.515306
-1.562653 -1.335525 8.886934 -13.886428 4.657653 2.731189 3.831316 -4.296602
-3.503206 -0.355197 4.258005 -15.984156 4.479049 1.652976 1.045683 -3.114157
-4.892906 -1.194185 4.016168 -15.480275 4.171047 0.832454 3.993650 -5.123151
-5.959465 1.364052 5.992381 -17.193645 5.438302 -0.998679 0.665115 -2.870295
-5.771162 -1.044934 3.642561 -17.984817 5.047391 -1.103120 -2.414527 -5.304174
-5.224677 -1.041646 3.762976 -14.729033 5.000738 -1.760529 0.177041 -4.458060
-7.440157 -3.753225 1.734689 -18.607488 6.396770 -4.059321 -0.432499 -2.024169
-6.192629 -1.747877 2.766543 -17.481448 3.800201 -4.200058 -2.088070 -0.904781
-9.719339 -5.275780 2.281398 -16.515088 4.075285 -3.585000 -2.353654 0.396434
-9.447932 -4.191741 2.278806 -19.247789 2.995877 -3.653580 -1.106719 -0.992194
-10.809009 -3.914096 1.576729 -20.498764 3.379184 -4.102922 -3.365357 -1.837225
-11.169668 -5.144635 -0.737015 -18.429956 3.496383 -4.167352 -5.764628 0.851267
-9.866810 -4.717579 -2.129133 -20.390712 1.999259 -5.063529 -4.149820 -0.666342
-10.157219 -5.486681 -0.347431 -18.684718 1.993894 -3.120526 -6.506817 1.947017
-12.781932 -6.157306 -2.303159 -19.518375 0.023639 -5.865797 -4.957574 3.829757
-13.945003 -5.294779 -3.419102 -20.652422 1.071610 -3.963054 -7.400156 3.662724
-13.094642 -4.670041 -2.987338 -20.106530 -1.754433 -3.779277 -6.764926 3.188410
-14.393068 -3.684649 -4.704336 -20.334048 -1.663395 -3.800781 -8.955910 4.249891
-13.762465 -5.346834 -5.443403 -20.451025 -4.340238 -3.450875 -8.121351 5.952212
-15.803502 -3.637732 -6.239045 -21.804991 -2.041217 -4.175310 -8.662687 6.260783
-15.877031 -6.052944 -5.558096 -22.372951 -4.135575 -3.697012 -11.087310 4.047882
-14.652532 -2.859947 -6.984829 -22.133972 -1.909109 -3.462372 -11.044610 5.770375
-15.669693 -2.947465 -7.609471 -22.630141 -5.254851 -1.783113 -9.332887 6.122681
-15.550967 -3.406018 -9.076256 -22.030017 -4.069158 -1.517633 -12.191612 3.844620
-17.082988 -1.359562 -9.693361 -21.301979 -6.147713 -0.320665 -12.424694 4.922522
-17.152100 0.148942 -9.062607 -20.854932 -5.617983 0.470301 -13.099724 4.108719
-18.077811 -0.229260 -11.414885 -22.739189 -6.213683 0.825127 -15.656198 3.047933
-18.862526 2.241211 -9.480285 -22.371667 -4.718957 2.145781 -13.505304 3.673390
-18.816189 3.444608 -11.415105 -20.451321 -8.156091 3.184014 -14.745070 1.982932
-20.663334 2.786816 -12.311457 -23.276988 -4.411923 1.816716 -13.525896 2.592521
-20.369681 3.653369 -11.140318 -22.683106 -4.387218 3.139947 -15.516617 3.091457
-20.805892 3.954859 -12.160190 -20.339899 -4.362942 1.755810 -15.710303 2.571050
-19.553123 4.161434 -13.331529 -22.254891 -4.640357 4.055351 -14.764157 1.364028
-20.467541 3.395770 -13.815887 -22.708325 -3.176066 5.187226 -18.551890 0.812524
-22.626506 4.949381 -14.017190 -20.092175 -4.761313 4.224987 -16.637251 0.316317
-20.328771 3.218274 -14.755529 -21.794541 -2.098861 6.147323 -19.043481 -1.028930
-21.878616 4.474059 -16.754607 -21.057343 -3.027661 3.735365 -18.950144 -1.582708
-20.836414 3.718153 -16.732822 -20.816720 -1.765044 3.040169 -18.099404 -1.805632
-22.856671 5.527501 -16.248406 -21.480554 -0.547579 3.356386 -18.939719 -4.625287
-22.023770 4.397711 -15.237529 -20.472830 -0.812926 6.345567 -18.653872 -4.007132
-22.983749 5.587531 -18.001233 -19.561135 1.094029 5.844359 -20.281209 -5.110294
-22.059913 3.287927 -16.379494 -17.960368 0.349672 3.061938 -20.137758 -5.648032
-22.635657 6.293368 -19.806195 -19.176653 2.936275 4.014901 -21.348937 -4.794835
-20.423386 3.852587 -18.223982 -18.110487 4.641918 3.821009 -20.231287 -6.235707
-21.956059 4.636732 -20.880905 -18.803072 2.604613 2.072517 -21.646547 -5.378786
-22.456848 3.492530 -18.594256 -18.468711 3.386675 1.104238 -21.372234 -3.935308
-20.451860 0.953430 -20.493504 -17.980281 4.824557 2.431749 -19.915237 -4.639986
-21.316805 0.787277 -21.464517 -18.062654 3.388481 -1.483822 -21.458989 -4.979196
-23.364914 0.609183 -19.258253 -15.552616 3.660912 -1.321118 -20.142628 -5.388350
-22.974850 -1.125268 -19.674411 -15.789200 3.488990 0.465295 -21.132149 -4.442857
-22.242345 -0.492638 -19.205377 -17.309783 4.350106 -2.199850 -22.587217 -3.019969
-24.913287 -2.056172 -21.611269 -13.578454 5.415996 -2.561664 -21.636756 -2.082716
-23.582537 -1.811612 -20.132013 -15.660839 6.510211 -3.205095 -21.264046 -1.670967
-22.807792 -2.459147 -21.790504 -15.271968 5.008052 -4.005558 -22.409597 -2.288208
-21.284024 -1.873215 -23.702851 -14.607285 4.955068 -5.029583 -23.476241 -3.221498
-22.037709 -6.055484 -22.862200 -16.143690 5.192974 -5.285572 -22.019353 -1.348566
-21.938541 -4.310619 -22.837621 -13.910419 5.079011 -5.440499 -22.522820 -1.035766
-21.423187 -4.634524 -22.741220 -11.429098 6.607429 -4.142274 -21.327240 -0.195805
-20.217116 -4.012354 -21.994896 -11.909119 4.621730 -4.844489 -21.881495 1.489459
-20.746822 -3.981132 -22.637703 -11.914821 3.168729 -5.352960 -22.360432 2.219383
-19.687054 -4.496177 -22.771606 -9.774869 3.948350 -5.231869 -23.696979 3.369773
-19.829237 -5.668194 -22.644683 -9.695597 2.524859 -4.399887 -20.375428 1.794867
-20.028718 -4.531677 -23.900367 -8.156736 2.058809 -3.808433 -21.953561 3.733564
-18.818655 -6.041217 -23.815843 -8.935102 1.077117 -2.952919 -20.618790 3.797103
-18.419196 -3.794248 -23.599383 -9.998675 -1.170380 -4.344941 -21.339793 2.115159
-18.704421 -4.863525 -22.014995 -7.446878 -2.434384 -3.412438 -21.329783 4.625591
-17.764419 -5.258724 -22.567527 -6.292545 -1.685217 -2.075181 -20.513527 5.471895
-17.992761 -3.737053 -22.453203 -7.471086 -2.427117 -1.697557 -20.865857 6.152124
-16.288744 -2.404945 -22.708944 -5.478793 -2.916493 -0.476487 -20.482826 6.889622
-17.027123 -0.916779 -19.684191 -3.799414 -2.929841 -0.609911 -21.219306 5.186421
-15.104732 -2.415518 -21.363886 -4.801622 -3.332099 1.328280 -21.577122 3.946748
-16.742002 -1.728749 -20.842806 -2.942150 -3.218502 1.294616 -21.084090 6.309432
-15.564209 -2.042162 -21.602482 -1.481047 -6.228612 1.566794 -20.259257 4.702269
-16.116778 -0.562962 -20.023368 -3.157066 -5.272542 3.886259 -19.550914 5.827981
-13.752705 0.358478 -20.987275 -1.650745 -4.007746 3.945979 -19.765369 2.547584
-15.002785 2.001846 -22.098384 -1.097369 -7.020040 5.944343 -19.803284 2.477787
-13.663957 1.580207 -20.544529 -0.576540 -4.328894 5.351058 -20.361479 3.239122
-13.677605 2.763920 -19.156616 1.428893 -5.622067 5.997627 -17.739944 1.525105
-11.502879 1.889985 -20.825175 1.595127 -3.290058 4.005293 -16.926120 1.789434
-10.428316 3.800299 -19.919905 1.268295 -5.952668 4.828382 -16.829195 1.148032
-10.074488 5.896291 -19.895652 2.537470 -4.339372 3.496243 -16.047076 -1.584988
-9.448136 6.227578 -19.210762 4.533547 -3.684778 4.493317 -14.784124 -0.864772
-8.092733 6.489292 -18.457013 5.195346 -5.155889 4.997419 -15.035563 -0.963322
-9.745838 5.889665 -19.721582 5.036455 -3.419669 3.945223 -15.192031 -1.749393
-9.078317 4.958840 -16.855525 5.907516 -1.878259 4.268078 -14.315983 -2.692446
-7.679625 5.969530 -17.635261 5.358345 -2.095108 3.832003 -13.017753 -3.824843
-6.990340 6.179164 -17.483823 9.989619 -2.925739 2.671621 -12.251593 -2.879327
-6.518699 4.516232 -15.015683 7.998843 -1.924957 2.569654 -13.779990 -5.740729
-4.380343 6.227262 -16.435344 7.499606 -0.006137 1.542754 -11.755473 -4.406255
-4.709930 5.696654 -15.701451 10.187804 -0.250463 0.158474 -11.883172 -4.467824
-2.852548 4.065767 -14.337975 9.571540 1.432824 0.733140 -10.849808 -7.197049
-5.322535 4.266114 -14.522991 10.934216 1.402192 1.310965 -12.256690 -5.809555
-3.469649 3.356013 -14.327787 11.389572 1.588912 -1.034319 -10.800915 -5.638739
-2.945769 0.758978 -14.100854 12.324442 3.175733 -1.013830 -8.484765 -5.570572
0.159276 1.686390 -13.740292 10.476578 2.785632 -2.033763 -7.385951 -4.621160
-1.916837 2.787857 -13.038789 12.195023 3.039830 -3.088390 -8.442606 -5.916720
-0.991576 -0.458260 -12.988638 12.716090 5.479979 -2.366054 -7.644756 -4.507489
-0.131132 -0.452455 -10.766424 14.147663 5.768844 -5.935398 -7.477469 -5.366449
1.183141 -0.815264 -11.816536 15.113467 5.400175 -4.287075 -5.771844 -4.909670
5.597936 -2.974629 -9.301555 15.352624 5.228054 -3.566596 -4.603590 -3.014341
3.662194 -1.475657 -9.879215 15.626872 5.250616 -3.530489 -4.621405 -3.340847
3.846861 -3.604127 -10.372916 15.812478 4.808733 -5.253471 -4.519072 -2.405529
3.515237 -2.854140 -8.487739 15.687276 4.643800 -4.437127 -4.634533 -0.731028
4.847058 -4.494065 -7.197490 17.536820 6.123073 -4.942189 -3.352028 0.607551
4.418695 -3.692615 -8.811874 16.176028 3.774673 -4.744413 -0.035504 0.758234
5.549520 -4.674244 -7.888165 17.394824 5.434238 -5.196901 -1.226835 2.627922
7.233764 -5.416837 -3.532569 17.059529 6.178557 -5.170941 0.036589 1.544925
7.664471 -6.285675 -3.051860 17.822717 4.194302 -5.291309 -0.866730 0.905772
8.085576 -3.768575 -4.388803 19.508247 3.028194 -2.700880 0.794748 3.037808
7.957931 -4.911843 -3.650653 18.573393 1.140181 -5.815511 2.591145 4.331092
9.274086 -3.877811 -1.630614 18.030289 2.514287 -3.678185 1.711769 3.840005
10.593564 -6.468416 -0.894292 19.042126 1.914381 0.008068 1.276614 6.058762
11.343033 -4.520057 -0.251777 20.273942 1.767715 0.221018 3.457662 4.605343
10.099854 -4.262715 -3.051611 21.124009 -0.987957 -0.551051 5.027516 3.506096
11.831191 -4.865174 0.134842 21.859256 -1.543786 1.100131 4.470732 4.746725
11.710600 -5.716597 0.738622 20.704778 -1.159661 1.547966 5.483421 4.952421
14.402684 -4.319993 0.034053 21.746846 -2.208385 1.780001 7.446110 4.580802
13.686171 -1.491507 2.294311 23.525350 -1.976986 3.146101 6.554196 7.247870
16.031284 -3.419000 1.356570 19.732670 -1.620472 5.309859 5.644502 3.723761
13.969584 -0.553589 2.920476 19.239356 -2.329677 6.361366 8.256570 3.915512
14.186945 0.338880 3.276432 23.028184 -4.609146 5.939695 9.606914 4.407180
14.771483 -0.839296 2.966626 22.774892 -5.154972 4.747473 10.015091 3.636219
16.841223 1.255627 4.838072 23.260024 -5.783954 2.988835 9.990039 4.757822
18.393417 1.943423 5.270036 21.819445 -4.279186 4.412128 9.593386 1.636566
17.435290 4.966756 6.401150 21.921825 -5.132551 4.557849 11.318610 1.081112
17.210802 3.292731 6.793767 21.522282 -6.169671 6.031921 12.399218 3.693849
19.138272 4.671268 8.898293 21.512279 -6.031197 4.975735 11.727351 0.647908
19.614613 4.199853 8.486250 22.935810 -6.191179 5.779839 13.537010 1.085889
21.150920 3.577719 10.448183 21.378748 -6.134794 3.888434 13.277474 -3.600311
18.698047 3.867611 7.788676 20.373507 -4.842032 5.490210 12.929165 -0.939677
19.695814 4.731997 10.245179 21.487407 -4.247888 3.990907 13.525953 -2.922245
21.031037 4.512933 10.466362 19.750283 -4.734088 3.022562 16.316788 -6.176506
20.409107 4.266954 11.239893 21.068659 -3.747581 1.603486 15.070508 -4.547717
20.704386 4.935628 10.339233 20.265630 -3.220340 1.961609 14.007067 -2.847070
20.088922 5.561510 11.346019 19.446897 -2.320991 1.981450 16.463149 -4.907353
20.279706 4.896819 11.444088 19.681902 -2.128168 1.561833 16.694487 -4.613944
20.916687 3.992882 14.929141 18.033501 0.796166 -0.570803 17.729800 -6.217477
21.795178 4.753147 14.884335 20.335681 -2.595566 0.047534 17.100666 -4.492104
22.809005 3.633097 15.702243 18.200416 -0.890627 -1.900052 17.923560 -7.219550
20.901490 4.733081 15.822668 19.404837 3.593094 -3.549586 18.862546 -5.542980
22.329356 3.618141 14.124379 20.923190 -0.047928 -2.913566 19.446060 -5.384300
20.953623 1.759701 15.785439 20.056089 0.700369 -1.738035 20.069521 -5.645072
23.091829 2.344490 17.708380 18.156089 2.887710 -4.185471 18.918239 -4.606149
23.222979 2.210199 15.892555 19.359431 2.963648 -3.043728 20.956884 -3.295199
20.461104 1.053163 17.516219 16.976097 3.341864 -5.570544 21.274939 -2.192572
22.315258 -0.455963 17.967803 15.576416 3.851262 -5.322260 19.416263 -3.551589
21.223095 -0.159415 19.331543 16.600963 3.795534 -6.559112 19.646169 0.337209
21.386256 -1.808109 19.327771 16.397654 6.122739 -5.260933 20.487873 -2.251363
20.802374 -1.833672 19.841108 14.770498 7.562180 -4.197101 18.630366 -0.209816
23.753719 -4.162806 20.079634 16.965713 5.498500 -3.932296 20.118708 -0.203974
23.564070 -3.114343 22.365462 14.805502 5.533591 -5.379557 21.000215 1.772228
23.494256 -4.479466 21.726194 14.145611 7.413077 -4.422641 22.628823 0.244846
21.071239 -3.565218 18.932924 13.536341 4.331209 -2.874991 20.885486 1.691668
22.278356 -3.283145 21.988426 12.389591 5.883781 -4.395447 20.721493 3.326849
20.295949 -6.888956 21.536008 11.015902 3.080792 -2.195369 22.643577 2.213525
24.524510 -4.929385 22.887789 10.639948 5.048884 -1.911760 21.446385 2.377436
22.740422 -5.557229 21.927421 9.525424 4.576356 -0.681721 22.436217 2.602283
19.541049 -5.452194 19.883990 10.846159 0.745927 -0.598273 23.214249 4.998666
20.178586 -5.264643 21.284105 10.767220 1.986104 0.473710 20.665948 5.123900
20.646873 -5.318192 22.083315 8.937830 3.220697 2.009774 23.174665 5.493534
19.306524 -4.495363 22.167655 8.780821 0.474062 1.200828 23.185346 4.984467
21.194909 -3.649144 21.132015 8.773347 1.254906 1.324998 21.746184 4.957278
19.765796 -3.729814 22.092558 7.367293 0.274861 2.628756 21.990588 4.801170
20.927456 -4.100801 23.624888 6.637908 0.721974 3.376455 21.585034 4.186312
17.120715 -4.696866 22.870012 5.168973 -0.933475 5.397528 21.813187 4.590277
17.990402 -2.153543 23.823765 4.375414 -2.308550 2.981243 20.268394 3.593045
17.319546 -2.344674 20.548169 2.588833 -1.711546 4.021800 20.304635 4.098907
19.222731 -1.066620 22.507843 3.912738 -2.732605 4.526900 22.303670 4.512192
16.130874 1.108285 22.617847 3.859580 -2.564513 6.352296 21.734740 3.399849
15.800538 -0.066608 24.087601 2.490604 -4.056902 3.852437 21.660806 4.156313
14.918410 0.092680 21.844315 0.865363 -6.045043 4.147804 18.294706 1.920281
14.708886 1.272858 23.821665 2.830617 -5.889383 4.237254 19.473344 1.014806
15.737214 4.535088 23.022141 0.978181 -2.696438 4.623267 20.323977 -0.087542
14.893380 2.664013 21.881489 -0.207016 -5.550485 3.514430 19.600595 -0.793155
15.506721 4.288922 22.485239 -2.006474 -6.268161 3.633680 19.786261 -2.388220
13.407472 4.237487 21.875761 -3.586161 -5.510715 3.015206 19.629946 -0.750159
14.969560 2.414814 20.580785 -2.798225 -4.338190 1.550471 18.130700 -3.135428
13.533844 5.695401 19.704597 -4.526687 -4.698801 1.617658 19.401564 -3.297108
13.558062 5.396438 20.957779 -3.236859 -5.372453 2.723795 19.294929 -4.499479
10.797148 4.864329 21.738190 -4.795029 -4.174513 0.825456 18.078566 -3.607858
10.535731 4.957647 21.643309 -5.855490 -4.441189 0.373682 16.724107 -4.644722
10.234109 5.890888 19.475320 -6.252524 -3.155116 0.734996 15.837875 -4.620152
10.265902 4.287138 20.168171 -8.648765 -3.184816 -1.553703 15.960882 -6.651370
7.545848 6.030087 20.008884 -9.243137 -1.923305 -1.841260 16.764798 -5.279076
8.515410 4.447616 19.178926 -6.922296 0.913228 -2.934069 15.919520 -5.725463
7.140926 3.935165 20.542495 -8.571124 -1.191276 -3.279055 14.550383 -6.275327
6.886052 2.988922 19.128392 -9.076515 0.004582 -5.070442 14.891111 -5.873153
4.929498 3.656504 17.754907 -11.352395 0.536578 -4.152640 13.278977 -3.999831
5.271116 4.429249 19.185833 -13.200778 0.395162 -4.156268 11.593950 -4.112107
4.417064 1.965951 16.757404 -10.031277 3.087328 -4.618053 11.758515 -3.294450
6.084117 2.143819 17.181550 -12.918455 3.382613 -5.222244 10.760649 -3.479677
2.392715 -0.567625 17.913412 -12.236041 3.855423 -3.930537 11.486312 -2.781315
1.470082 0.326694 16.475908 -14.791874 1.036153 -3.810739 10.562830 -3.737705
1.873126 -0.814393 16.885348 -13.136414 5.183096 -4.134335 10.886006 -2.348263
2.778244 -3.905169 13.667010 -14.662595 3.287668 -3.470677 10.619231 -2.772066
-0.383567 -0.874882 14.460123 -15.826024 3.203478 -4.750801 8.651919 0.171843
0.327925 -3.178452 15.005420 -17.545436 5.882424 -5.031943 7.670243 -0.524483
-0.833233 -1.992073 13.811822 -16.856458 5.473903 -2.480021 6.532106 1.075564
-1.092649 -3.438977 13.660186 -16.393102 2.985032 -1.355019 6.505509 -0.663548
-0.837520 -4.141855 11.684050 -16.685112 4.419178 -2.889636 6.749026 0.584685
-2.878307 -3.789456 13.117578 -17.612913 6.335268 -3.786901 6.338475 2.097625
-5.589773 -5.352028 11.006152 -15.309902 5.722349 -0.947486 6.421566 4.373474
-2.843575 -4.788376 10.266319 -16.863844 5.184874 -2.076546 5.073582 5.487902
-5.561958 -4.850043 9.419488 -18.707362 3.914595 -0.840698 3.488775 4.922265
-5.866647 -5.185651 11.176101 -19.966697 5.452409 1.076832 3.470426 5.214112
-5.272175 -4.700055 9.682944 -19.113540 4.928314 2.189537 2.710443 5.001229
-7.208330 -4.600326 7.882347 -19.899403 2.434008 3.433118 0.323815 4.575780
-7.464979 -4.411997 8.008603 -21.222695 2.134806 0.580991 0.748069 3.343157
-8.426718 -4.796048 9.211789 -20.605317 0.061124 5.074516 0.068315 4.739015
-10.348455 -5.373160 6.169240 -20.881935 1.490864 3.376875 1.372658 7.291754
-8.085133 -2.744885 5.785465 -20.992866 -0.833033 3.589101 -0.836922 5.077938
-9.738487 -3.498789 5.287639 -20.365959 -2.441541 5.624039 -2.563727 4.428455
-9.747271 -2.555640 4.630437 -21.228573 -1.727761 4.991663 -2.890145 3.878974
-12.138500 -1.825623 3.618781 -21.187068 -3.143003 4.790786 -1.746498 5.665995
-12.148946 -1.290686 3.704091 -21.458219 -2.698235 6.127992 -3.211410 3.619193
-9.829348 -0.129369 3.555038 -21.438810 -4.590703 5.596654 -2.198673 2.290483
-10.871140 -0.852873 2.777359 -22.945592 -4.380576 6.366420 -5.521423 2.706742
-13.151431 0.659947 1.430547 -19.907269 -4.167401 4.605767 -4.784251 0.720913
-15.400983 2.122533 0.705027 -22.005211 -4.618793 3.924699 -6.396801 1.467517
-13.176522 1.017637 -0.159411 -23.141653 -3.726788 3.369270 -7.367393 -0.203781
-16.706653 1.971469 -1.812926 -20.412181 -4.900564 2.975520 -6.667404 0.316119
-15.470045 2.572462 -0.446747 -21.500774 -5.889019 4.561399 -6.209465 -0.335003
-18.919954 4.030016 -2.427999 -21.772120 -6.165546 2.333791 -9.966330 -2.601258
-17.380556 3.478320 -3.870971 -23.194139 -6.922772 0.684258 -9.524374 -4.483799
-15.426498 5.672874 -4.436782 -20.904349 -4.870595 0.806426 -10.642013 -2.759505
-16.965936 6.310204 -4.601508 -21.273157 -5.728444 -0.314173 -10.488767 -2.162756
-19.515349 5.415045 -5.012489 -20.677140 -5.471080 -1.973820 -11.170320 -3.677800
-17.592929 3.351472 -3.677703 -19.341613 -5.226752 -2.001555 -11.715035 -5.041566
-20.341243 5.861061 -5.482493 -21.201325 -4.485326 -3.174639 -11.747588 -3.816365
-16.788492 5.708914 -5.656338 -20.844133 -4.466797 -3.913667 -12.728970 -4.273378
-16.937606 5.363578 -7.832439 -19.272623 -2.622020 -2.087778 -13.216800 -3.890059
-19.659837 5.236425 -7.796302 -21.332395 -1.016780 -3.349477 -14.646953 -5.505860
-21.982645 4.865670 -7.753234 -17.978807 -1.007571 -5.165142 -14.988206 -4.076272
-18.049329 3.544016 -8.734615 -21.331998 -2.002703 -4.222385 -15.596100 -7.304667
-19.277105 5.648304 -10.382332 -20.340721 -1.133165 -4.066509 -15.005311 -5.191201
-20.860369 4.391745 -10.756183 -20.909999 1.220757 -6.404960 -14.238970 -4.672746
-19.713779 1.638553 -10.552368 -18.931661 1.798677 -3.668081 -15.802713 -2.448607
-20.940758 1.924499 -10.487504 -18.971967 2.442395 -4.065372 -17.839521 -1.100874
-21.071094 0.871705 -12.761975 -18.657764 3.248705 -5.603059 -18.949144 -3.107476
-21.596246 0.905015 -12.415227 -17.977305 1.590014 -4.049927 -19.508456 -6.221722
-21.948102 -0.271613 -13.073487 -18.690625 1.730509 -4.110590 -17.396462 -1.358489
-21.382588 0.344303 -11.840078 -16.200581 3.754584 -4.099695 -20.171261 0.399578
-20.115403 -1.943562 -14.533427 -16.263812 2.849986 -2.517836 -21.506698 -0.475626
-20.430293 -2.180677 -14.221134 -16.462519 5.180933 -3.890648 -20.251488 0.661576
-22.183407 -1.572841 -14.454415 -15.062803 5.714051 -2.884443 -21.947496 -1.883278
-22.340268 -3.013729 -16.461404 -15.582252 4.582865 -3.832451 -18.931104 0.727833
-21.608944 -4.734655 -15.457598 -12.921472 3.666961 -1.021274 -21.595186 2.330590
-21.262888 -6.224327 -17.323856 -15.786731 2.706665 1.748017 -20.252893 1.065436
-21.759584 -6.378890 -16.213103 -12.797572 6.250744 -0.379446 -20.987929 3.475756
-22.483441 -4.609575 -17.102759 -14.017493 6.377244 1.893661 -21.872642 2.931205
-22.556578 -4.908029 -19.642970 -12.709177 4.964729 2.452782 -21.425554 5.597975
-19.954030 -6.178438 -17.716560 -9.092589 5.387382 2.096734 -21.837754 3.905202
-21.144293 -4.198067 -19.078007 -10.817508 3.932405 3.141477 -22.447013 5.023854
-22.442460 -5.436849 -19.719735 -9.157039 3.331790 5.585480 -20.829016 5.103759
-22.903017 -6.458617 -19.089130 -9.260498 3.298976 3.589995 -22.364973 5.621450
-21.355663 -5.051920 -19.949731 -9.383999 4.102957 4.187404 -21.368836 4.014767
-21.414364 -5.320684 -20.575395 -7.983853 2.328865 4.196529 -22.055471 3.929602
-20.701768 -3.578064 -20.834525 -8.414704 2.093007 5.594061 -22.112270 5.848601
-18.636149 -3.073302 -19.230316 -6.527639 1.069107 6.766655 -22.545758 4.381747
-21.185762 -2.465717 -20.862628 -6.954538 0.942308 4.487468 -22.791485 4.322676
-21.001779 -2.386804 -21.053319 -4.674582 -0.097543 6.103671 -21.605603 2.398448
